"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","Garage.Age"
902402250,190,"RM",60,11340,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,6,1885,1950,"Gable","CompShg","VinylSd","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,777,777,"GasA","Gd","Y","SBrkr",1246,1044,0,2290,0,0,2,0,4,2,"TA",11,"Typ",0,"No","Detchd","Unf",2,560,"TA","TA","N",0,0,114,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",122500,39
902403070,70,"RM",60,10560,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1922,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",283,"Unf",0,455,738,"GasA","Ex","Y","SBrkr",868,602,0,1470,0,0,1,1,2,1,"TA",6,"Min1",0,"No","Detchd","Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",140750,40
903204040,50,"RM",53,5830,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Feedr","1Fam","1.5Fin",5,6,1950,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",788,"Unf",0,200,988,"GasA","Ex","Y","SBrkr",1030,582,0,1612,0,0,1,1,3,1,"TA",7,"Typ",0,"No","Detchd","Unf",1,363,"TA","TA","Y",0,0,0,0,0,0,"No","MnPrv","No",0,3,2010,"WD ","Normal",128500,60
903226160,50,"RM",50,6000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","BLQ",452,"LwQ",12,144,608,"GasA","TA","Y","SBrkr",608,524,0,1132,1,0,1,0,2,1,"TA",5,"Typ",0,"No","Detchd","Unf",1,240,"TA","TA","Y",0,0,128,0,0,0,"No","MnPrv","No",0,4,2010,"WD ","Abnorml",134000,71
903227020,50,"RM",50,6000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","LwQ",264,"Unf",0,308,572,"GasA","Ex","Y","FuseA",848,348,0,1196,0,1,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd","Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,3,2010,"WD ","Normal",128000,37
903232190,50,"RM",52,6240,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1936,1980,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",276,"Unf",0,252,528,"GasA","Gd","Y","SBrkr",548,492,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,"No","Detchd","Fin",2,624,"TA","TA","P",306,0,32,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",123900,31
903233120,50,"RM",52,6240,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1930,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",448,"Unf",0,480,928,"GasA","TA","Y","FuseF",928,608,0,1536,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",2,480,"TA","TA","Y",0,10,0,0,0,0,"No","MnPrv","No",0,3,2010,"WD ","Normal",138400,80
903425110,70,"RM",50,10300,"Pave","None","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,"No","Detchd","Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"No","GdPrv","No",0,4,2010,"WD ","Normal",140000,20
903426200,70,"RM",60,12900,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1912,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",780,780,0,1560,0,0,1,1,3,1,"Gd",7,"Typ",0,"No","No","No",0,0,"No","No","N",344,0,0,0,168,0,"No","No","No",0,5,2010,"WD ","Normal",159900,0
903430080,70,"RM",52,3068,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,8,1920,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,662,662,"GasA","Ex","Y","SBrkr",662,662,0,1324,0,1,1,0,3,1,"TA",6,"Typ",0,"No","Detchd","Unf",1,180,"TA","TA","Y",0,0,112,0,0,0,"No","GdPrv","No",0,2,2010,"WD ","Normal",122000,90
903454060,190,"RM",70,5600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","CompShg","VinylSd","Wd Shng","None",0,"Fa","Fa","Slab","NB","NB","NB","NB",0,"NB",0,0,0,"GasA","Fa","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"Fa",7,"Mod",0,"No","No","No",0,0,"No","No","N",0,0,0,0,0,0,"No","No","Othr",3500,7,2010,"WD ","Normal",55000,0
903476030,190,"RM",76,7630,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2Story",5,9,1900,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2,0,4,2,"Gd",8,"Typ",1,"Po","Detchd","Unf",2,672,"TA","TA","N",344,0,40,0,0,0,"No","MnPrv","No",0,5,2010,"WD ","Normal",140000,11
904352190,190,"RH",60,6048,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Artery","Norm","2fmCon","1.5Fin",5,7,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","Mn","LwQ",736,"Unf",0,120,856,"GasA","Gd","Y","SBrkr",936,744,0,1680,1,0,2,0,2,2,"TA",7,"Typ",1,"Gd","Detchd","Unf",2,450,"TA","Fa","P",56,144,0,0,0,0,"No","No","No",0,6,2010,"COD","Normal",114900,100
905101300,90,"RL",72,10773,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,3,1967,1967,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",72,"Fa","Fa","CBlock","TA","TA","No","ALQ",704,"Unf",0,1128,1832,"GasA","TA","N","SBrkr",1832,0,0,1832,2,0,2,0,4,2,"TA",8,"Typ",0,"No","No","No",0,0,"No","No","Y",0,58,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",136000,0
905101310,90,"RL",72,10778,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,"No","No","No",0,0,"No","No","Y",0,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",136500,0
905105200,20,"RL",65,7800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,2008,"Hip","CompShg","HdBoard","HdBoard","BrkFace",47,"TA","TA","CBlock","TA","TA","Mn","BLQ",240,"Rec",474,150,864,"GasA","Ex","Y","SBrkr",892,0,0,892,1,0,1,0,3,1,"Gd",5,"Typ",0,"No","Detchd","Unf",1,416,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",137900,44
905107250,60,"RL",86,11227,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","Gd","No","Rec",267,"ALQ",453,0,720,"GasA","Ex","Y","SBrkr",720,720,0,1440,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Attchd","Unf",2,480,"TA","TA","Y",192,38,0,0,0,0,"No","MnPrv","No",0,3,2010,"WD ","Normal",163000,42
905109130,60,"RL",80,14000,"Pave","None","Reg","Lvl","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1201,"Unf",0,105,1306,"GasA","Ex","Y","SBrkr",1306,954,0,2260,1,0,2,1,3,1,"Gd",7,"Typ",0,"No","Attchd","RFn",2,533,"TA","TA","Y",296,44,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",328000,14
905201030,30,"RL",94,9259,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,4,1927,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","TA","N","SBrkr",756,0,0,756,0,0,1,0,2,1,"TA",4,"Typ",0,"No","Detchd","Unf",2,440,"TA","TA","N",80,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",85000,65
905202090,20,"RL",60,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,1950,1995,"Gable","CompShg","VinylSd","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",442,"Unf",0,625,1067,"GasA","TA","Y","SBrkr",1067,0,0,1067,0,0,2,0,2,1,"Gd",4,"Min2",0,"No","Attchd","Unf",2,436,"TA","TA","Y",290,0,0,0,0,0,"No","No","No",0,2,2010,"WD ","Normal",128000,14
905378040,50,"RL",124,18600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",3,4,1938,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",288,"LwQ",684,0,972,"GasA","TA","Y","FuseA",1052,558,0,1610,0,1,2,0,4,1,"Fa",8,"Typ",1,"Gd","Attchd","RFn",1,480,"TA","TA","Y",0,0,60,0,0,0,"No","No","Shed",450,6,2010,"WD ","Normal",124000,72
906201030,60,"RL",77,9206,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,476,"TA","TA","Y",192,46,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",178000,25
906201120,20,"RL",83,11980,"Pave","None","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","1Story",7,5,1987,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",177,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1433,"Unf",0,0,1433,"GasA","Ex","Y","SBrkr",1433,0,0,1433,1,0,1,1,1,1,"Gd",4,"Typ",2,"TA","Attchd","RFn",2,528,"Gd","Gd","Y",0,278,0,0,266,0,"No","MnPrv","No",0,6,2010,"WD ","Normal",270000,23
906225210,85,"RL",73,9069,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",747,"Unf",0,189,936,"GasA","Ex","Y","SBrkr",996,0,0,996,1,0,1,0,2,1,"Gd",5,"Typ",0,"No","Attchd","Unf",2,564,"TA","TA","Y",120,0,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",147000,18
906385010,20,"RL",94,10402,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,"Typ",0,"No","Attchd","RFn",3,740,"TA","TA","Y",0,36,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",198900,1
906425045,50,"RL",82,14235,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1.5Fin",6,8,1900,1993,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Fa","Gd","No","Unf",0,"Unf",0,676,676,"GasA","TA","Y","SBrkr",831,614,0,1445,0,0,2,0,3,1,"TA",6,"Typ",0,"No","Detchd","Unf",2,484,"TA","TA","N",0,59,0,0,0,0,"No","No","No",0,3,2010,"WD ","Normal",138500,53
907200280,20,"RL",38,15240,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1977,2004,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","CBlock","Gd","TA","No","GLQ",198,"Rec",688,140,1026,"GasA","Ex","Y","SBrkr",1026,0,0,1026,1,0,1,1,3,1,"TA",5,"Typ",0,"No","Attchd","Unf",1,308,"TA","TA","Y",316,85,0,0,0,0,"No","MnPrv","No",0,6,2010,"WD ","Normal",150000,33
907200340,20,"RL",75,10650,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","Av","LwQ",182,"ALQ",712,0,894,"GasA","TA","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",0,"No","Attchd","Unf",1,308,"TA","TA","Y",365,0,0,0,0,0,"No","MnPrv","No",0,2,2010,"WD ","Normal",128200,34
907262050,60,"RL",44,9548,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,"Gd","TA","PConc","Gd","TA","No","GLQ",483,"Unf",0,458,941,"GasA","Ex","Y","SBrkr",941,888,0,1829,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,613,"TA","TA","Y",192,39,0,0,0,0,"No","No","No",0,1,2010,"WD ","Normal",237000,7
907280040,60,"RL",75,9375,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1040,1040,"GasA","Ex","Y","SBrkr",1044,1054,0,2098,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd","Fin",2,621,"TA","TA","Y",331,38,0,0,0,0,"No","No","No",0,4,2010,"WD ","Normal",240000,13
907401090,20,"RL",48,10635,"Pave","None","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Gd","TA","Av","BLQ",370,"GLQ",972,315,1657,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,502,"TA","TA","Y",0,262,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",232000,7
907414030,20,"RL",65,8773,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",98,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",0,1390,1414,"GasA","Ex","Y","SBrkr",1414,0,0,1414,0,0,2,0,3,1,"Gd",6,"Typ",0,"No","Attchd","RFn",2,494,"TA","TA","Y",132,105,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",185500,6
908102130,90,"RL",75,9825,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,5,1965,1965,"Hip","CompShg","AsphShn","AsphShn","None",0,"TA","TA","CBlock","NB","NB","NB","NB",0,"NB",0,0,0,"GasA","TA","N","SBrkr",1664,0,0,1664,0,0,2,0,4,2,"TA",8,"Typ",0,"No","No","No",0,0,"No","No","Y",0,0,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",100000,0
908102170,20,"RL",60,10044,"Pave","None","IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1070,"Unf",0,126,1196,"GasA","TA","Y","SBrkr",1196,0,0,1196,1,0,1,0,3,1,"TA",6,"Typ",0,"No","Attchd","RFn",1,336,"TA","TA","Y",257,0,168,0,0,0,"No","MnPrv","No",0,6,2010,"WD ","Normal",144000,42
908102300,50,"RL",89,11792,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",4,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,744,744,"GasA","Ex","N","FuseF",792,328,0,1120,0,0,1,0,2,1,"Fa",5,"Typ",0,"No","Detchd","Unf",2,480,"TA","Fa","P",0,0,0,0,160,0,"No","No","No",0,6,2010,"WD ","Abnorml",64000,54
908103350,80,"RL",65,6305,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,6,1975,1975,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",528,"Unf",0,480,1008,"GasA","TA","Y","SBrkr",1096,0,0,1096,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","Detchd","Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",125200,35
908203100,20,"RL",64,6410,"Pave","None","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1958,1958,"Hip","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Ex","Y","SBrkr",960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"No","No","No",0,0,"No","No","Y",0,0,0,0,0,0,"No","MnPrv","No",0,5,2010,"WD ","Normal",90000,0
908225320,50,"RL",52,8741,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",94,"Unf",0,641,735,"GasA","TA","Y","FuseA",798,689,0,1487,0,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,220,"TA","TA","Y",0,140,0,0,0,0,"No","MnPrv","No",0,4,2010,"WD ","Normal",113000,61
908275300,20,"RL",68,8562,"Pave","None","Reg","Lvl","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",5,6,1957,2002,"Hip","CompShg","HdBoard","HdBoard","Stone",145,"TA","TA","CBlock","TA","TA","Av","Rec",383,"Unf",0,833,1216,"GasA","Ex","Y","FuseA",1526,0,0,1526,0,0,1,0,4,1,"TA",7,"Min2",1,"Gd","Basment","Unf",1,364,"TA","TA","Y",116,78,0,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",144500,53
909100080,30,"RL",67,4853,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Artery","Norm","1Fam","1Story",5,6,1924,1999,"Gable","CompShg","MetalSd","VinylSd","BrkFace",203,"TA","TA","BrkTil","TA","TA","Mn","Rec",133,"Unf",0,974,1107,"GasA","Fa","N","FuseA",1296,0,0,1296,0,0,2,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd","Unf",1,260,"TA","TA","Y",0,0,36,0,0,0,"No","MnPrv","No",0,5,2010,"WD ","Normal",104000,31
909101070,30,"RL",45,8212,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","Fa","No","Rec",203,"Unf",0,661,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"No","Detchd","Unf",1,200,"TA","Fa","Y",0,0,96,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",58500,72
909250060,50,"RL",50,9638,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,804,804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,"Min2",1,"Gd","Detchd","Unf",1,336,"TA","TA","Y",272,0,42,0,116,0,"No","No","No",0,3,2010,"WD ","Normal",169000,41
909281080,50,"RL",78,10452,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,6,1941,1985,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",371,"Gd","Gd","BrkTil","Gd","TA","No","ALQ",426,"BLQ",252,850,1528,"GasA","Ex","Y","SBrkr",1225,908,0,2133,1,0,1,1,4,1,"TA",8,"Typ",2,"TA","Attchd","Unf",1,312,"TA","TA","Y",0,0,86,0,0,0,"No","No","No",0,7,2010,"WD ","Normal",257500,69
909428280,20,"RL",100,17500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","PosA","Norm","1Fam","1Story",7,8,1959,2002,"Gable","CompShg","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",1406,"Unf",0,496,1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd","Fin",2,567,"TA","TA","Y",0,207,162,0,0,0,"No","No","No",0,5,2010,"WD ","Normal",335000,51
909452114,80,"RL",85,19645,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",7,6,1994,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",44,"TA","TA","PConc","Gd","TA","No","GLQ",343,"Unf",0,80,423,"GasA","Ex","Y","SBrkr",896,756,0,1652,1,0,2,1,3,1,"Gd",6,"Typ",0,"No","BuiltIn","RFn",2,473,"TA","TA","Y",0,0,0,0,0,0,"No","No","No",0,6,2010,"WD ","Normal",203135,16
909455040,120,"RM",35,3907,"Pave","None","IR1","HLS","AllPub","Inside","Mod","Blueste","Norm","Norm","TwnhsE","1Story",8,5,1989,1989,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Av","GLQ",76,"Unf",0,1115,1191,"GasA","Gd","Y","SBrkr",1191,0,0,1191,0,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","Unf",2,531,"TA","TA","Y",112,81,0,0,0,0,"No","No","No",0,3,2010,"WD ","Normal",162500,21
909475140,20,"RL",100,15602,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",7,8,1959,1997,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1247,"Unf",0,254,1501,"GasA","TA","Y","SBrkr",1801,0,0,1801,1,0,2,0,1,1,"TA",6,"Typ",2,"TA","Attchd","Fin",2,484,"TA","TA","Y",0,54,0,0,161,0,"No","GdWo","No",0,3,2010,"WD ","Normal",289000,51
910203250,30,"RM",58,8154,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,5,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",480,"Unf",0,0,480,"GasA","TA","Y","SBrkr",540,0,0,540,0,0,1,0,1,1,"TA",4,"Typ",0,"No","Detchd","Unf",1,200,"Fa","Fa","N",0,0,0,0,0,0,"No","No","No",0,4,2010,"ConLw","Normal",82000,59
910205120,50,"RM",50,9140,"Pave","None","Reg","HLS","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,5,1921,1975,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","BLQ",308,"Unf",0,321,629,"GasA","Fa","Y","SBrkr",727,380,0,1107,0,0,1,0,2,1,"TA",5,"Typ",0,"No","Detchd","Unf",1,625,"TA","TA","Y",0,56,0,0,200,0,"No","MnPrv","No",0,4,2010,"COD","Normal",110000,60
911128180,50,"C (all)",60,7500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA","TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,"Typ",0,"No","Detchd","RFn",2,528,"TA","TA","Y",30,0,164,0,0,0,"No","No","No",0,4,2010,"COD","Abnorml",68400,30
